feature_name	TCGA-66-2787	TCGA-66-2755	TCGA-34-2596	TCGA-22-1002	TCGA-63-5131	TCGA-22-1005	TCGA-34-5241	TCGA-22-4607	TCGA-34-5240	TCGA-60-2723	TCGA-66-2734	TCGA-21-1079	TCGA-60-2698	TCGA-37-4133	TCGA-43-3394	TCGA-18-3417	TCGA-37-4130	TCGA-21-1080	TCGA-22-4604	TCGA-46-3765
ACCN2	1.0283	0.0223	0.6158	0.1758	0.3832	0.0314	0.0256	0.1768	0.3205	0.0372	0.3834	0.0183	0.0246	1.0994	0.2563	0.253	0.1987	0.5901	0.1645	0.0913
ACCN3	0.044	0.0572	0.1198	0.056	0.0722	0.1829	0.0947	0.3773	0.0497	0.0999	0.0978	0.2931	0.0201	0.2782	0.0567	0.0786	0.266	0.1507	0.2018	0.0394
ACCN4	0.0484	0.0634	0.2238	0.0223	0.1057	0.0306	0.2938	0.0889	0.2827	0.1491	0.0536	0.0464	0.0755	0.453	0.1108	0.29	0.3508	0.0442	0.0587	0.0455
ACCN5	1.207	0.2295	0.9926	1.4132	0.5472	1.0969	0.9651	1.1321	1.5103	1.8919	1.0279	0.5628	0.4121	1.5169	1.4153	2.5835	1.6085	0.6336	0.8812	1.0183
ACD	0.1434	0.1007	0.2106	1.4597	0.1665	0.2106	0.2287	0.2171	0.1765	0.1315	0.1408	0.381	0.1029	0.402	0.1395	0.2358	0.1753	0.16	0.1254	0.2369
ACE	1.3852	0.6711	0.8076	0.9347	0.8089	1.1661	0.8355	0.6715	1.0917	1.1772	1.7964	1.2071	0.8536	0.836	0.9897	0.1987	0.9895	0.7103	0.8014	0.8457
ACE2	3.4473	2.9753	3.9016	3.0112	4.9837	3.2583	4.6939	4.4598	3.6718	4.0194	3.5474	2.2019	4.1782	3.5711	3.3467	1.9624	0.3255	3.0931	1.7395	3.5513
ACF	0.0072	0.0074	0.0065	0.0029	0.0183	0.0154	0.0611	0.0409	0.0301	0.0087	0.0137	0.0146	0.0029	0.0539	0.0053	0.0295	0.988	0.0094	0.0176	0.0078
ACHE	0.4775	2.1838	0.5653	0.5985	0.6024	1.4437	0.4728	0.5737	0.329	0.9099	0.5611	1.5428	0.7717	1.1602	0.5144	1.6695	1.3379	0.8831	0.6421	0.5842
ACIN1	0.9441	0.2266	0.1384	0.8029	0.2849	1.2891	0.0981	0.2323	0.2334	0.1065	0.1973	0.5348	0.0999	0.1565	0.1038	0.2652	0.4152	0.8244	0.6591	0.18
ACLY	0.8316	0.9579	0.672	0.3566	1.2723	0.1951	0.1898	0.0761	0.1738	0.1992	0.1758	0.2587	0.2713	0.2789	0.3079	0.5634	0.3526	0.2067	0.492	0.3923
ACMSD	0.0929	0.1139	0.042	0.1723	0.2674	2.9976	1.3725	0.359	0.0481	0.2839	0.3096	0.1504	0.1246	0.4657	0.0695	0.2965	4.6939	0.1959	0.4095	0.2256
ACN9	2.0379	0.9834	1.4899	0.2317	0.9997	0.1449	1.5363	1.7681	1.96	2.1257	1.2064	0.2747	1.0283	2.6885	2.1778	1.1099	0.1792	2.0294	0.5853	1.3245
ACO1	0.1538	0.1595	0.0677	0.126	0.1265	0.3054	0.1601	0.0373	0.412	0.1816	0.1632	0.1689	0.0458	0.1183	0.0842	0.5339	0.6965	1.317	0.7574	0.0886
ACOT11	0.8484	2.441	1.6538	1.3716	0.6847	1.2326	1.6263	1.0843	1.4537	1.1856	1.7651	1.0014	1.6704	0.5956	0.9347	1.1472	3.0956	0.3415	1.3615	0.9618
ACOT12	0.3794	0.2596	0.6528	0.884	1.1087	0.5504	1.4121	1.1053	0.9363	0.593	0.5603	0.4889	0.2939	0.8261	0.2932	1.7112	1.482	0.7072	0.6717	0.5944
ACOT2	0.0517	0.1715	0.0807	0.182	0.3232	0.2029	0.5291	0.3715	0.2389	0.2565	0.1144	0.4094	0.5376	0.2618	0.2095	0.2685	0.7507	0.0658	0.2211	0.4611
ACOT4	0.2958	1.2715	1.6707	1.1952	1.0464	1.6686	2.5139	2.5798	2.5629	1.4197	0.5726	1.689	2.0815	2.1873	1.5534	1.0138	3.018	2.623	1.2671	2.7246
ACOT6	0.4133	0.7678	0.3079	0.6128	0.1906	1.0512	0.715	1.613	0.5776	0.4201	0.2299	0.2573	1.9709	0.6331	0.4132	1.2145	0.7278	1.4724	0.9673	1.3776
ACOT7	0.0682	0.1098	0.0505	0.0257	0.1669	0.0385	0.2646	0.4692	0.6602	0.3151	0.3382	0.2418	0.0569	0.0451	0.0953	0.334	0.0393	0.1531	0.0988	0.0743
ACOT8	1.4314	0.6544	0.5239	1.5007	0.6989	1.0567	1.7974	0.7961	1.3324	0.7683	1.7408	1.4049	0.4652	1.3228	0.5248	1.2948	2.5688	1.3895	0.1406	1.4991
ACOT9	0.7592	0.5616	0.5227	0.1632	0.1712	0.5003	1.1058	1.1933	1.1116	0.748	1.2433	1.3049	1.5649	1.2043	1.1264	0.3821	0.1902	0.1617	0.9415	0.8063
ACOX1	1.6062	1.5633	1.1882	1.2096	1.5641	1.2137	0.4837	1.2582	0.8881	1.6743	1.7456	0.9759	1.1522	1.5882	1.6229	1.3875	1.6884	1.1559	1.4415	1.2274
ACOX2	0.0318	0.044	0.0264	0.7828	0.0187	0.6275	0.2128	0.0675	0.0547	0.3128	1.1096	0.0289	0.62	0.0328	0.1325	0.2657	1.3343	0.0185	0.0858	0.0658
ACOX3	0.2953	1.724	0.1575	1.4006	0.6575	0.4759	1.0939	0.4628	0.2827	0.6241	0.6356	0.2894	0.6292	0.8932	0.2908	0.3613	1.0069	0.6693	0.3336	0.8851
ACP1	0.6047	0.3805	0.4599	0.3815	0.3145	0.1693	0.6014	0.673	0.8511	0.3765	0.1806	0.4472	0.1966	0.7017	1.1998	0.6948	0.6318	0.2973	0.4144	0.5417
ACP2	0.3397	1.437	0.4589	0.1903	1.4571	0.637	0.6543	0.2416	0.2195	0.8142	1.2503	2.1121	0.667	0.3685	0.2559	0.1327	0.608	0.4674	0.3707	0.5576
ACP5	3.5416	3.9617	3.358	3.0448	3.0055	3.7594	3.5435	3.4778	3.8139	3.9765	3.5851	3.2395	3.9156	2.8039	2.8407	2.9208	4.2232	3.5054	3.4814	3.3858
ACP6	0.6169	0.0918	0.1379	0.3174	0.3632	0.1687	0.1287	0.4797	0.5553	0.1604	0.5247	0.2535	0.1461	0.5238	1.0653	0.5273	0.1679	0.1781	0.0703	0.0921
ACPL2	1.807	2.357	2.5118	0.704	0.3059	0.2937	0.7934	2.0238	2.5688	1.3461	0.4593	0.3148	0.819	1.6088	1.9541	2.1215	0.9451	2.926	1.5879	1.6372
ACPP	3.5319	2.1347	2.6608	2.0251	3.5054	1.5118	1.8654	2.1665	3.5455	2.4219	2.0057	1.2338	2.6099	2.8085	3.896	0.3759	0.8629	1.7237	2.1863	2.9407
ACPT	1.0875	0.6772	0.8709	0.6685	1.0497	1.0863	0.9128	1.1834	1.095	1.0918	0.791	1.2576	0.4708	1.7747	0.6873	1.3812	1.6249	0.9082	1.1584	1.0387
ACR	0.9512	0.8535	1.3254	2.1958	0.9822	2.3957	0.8996	0.8217	0.8129	1.1028	1.0539	1.5547	1.0918	0.9082	1.9356	1.0403	1.2749	1.1998	1.0843	1.8979
ACRBP	0.0726	0.0659	0.0997	0.0918	0.0802	0.0637	0.1175	0.074	0.0979	0.1195	0.068	0.1474	0.4022	0.1473	0.4376	0.0301	0.0673	0.3704	0.0867	0.115
ACRC	0.1437	0.0637	0.0863	0.7314	0.0866	0.2949	0.0168	0.0267	0.0235	0.0378	0.339	0.046	0.0759	0.0357	0.1009	0.0273	0.0359	0.1797	0.0648	0.1441
ACRV1	0.2379	1.1335	0.4324	0.4373	0.5734	1.3193	0.6548	0.5673	0.6575	0.5264	0.4227	0.5041	0.2062	0.485	0.3886	0.9137	0.8005	0.4569	0.6681	0.2051
ACSBG1	0.0497	0.042	0.1508	0.0781	0.1236	0.9745	0.0377	0.2965	0.2149	0.0646	0.0431	0.0658	0.0813	0.114	0.0194	0.2646	0.1166	0.0651	0.0944	0.0318
ACSBG2	0.6889	0.6759	0.9516	0.3632	0.8113	1.0454	0.2076	0.8662	1.0121	0.6516	0.47	0.937	0.8987	0.8372	0.2857	1.2586	0.7592	1.5306	0.7379	0.3991
ACSL1	2.652	2.1215	1.714	2.571	0.488	1.3418	1.8407	1.3893	2.1848	1.9916	2.114	0.1609	2.3528	1.2715	2.4672	1.5436	1.1035	0.5184	2.56	1.9493
ACSL3	0.1977	0.218	0.5045	0.2178	0.1041	0.0888	0.1	0.1966	0.1567	0.2645	0.2129	0.1723	0.4591	0.2493	0.1091	0.1068	0.0795	0.2257	0.2455	0.1108
ACSL4	0.1517	0.4092	0.1759	0.2761	0.1592	0.4348	0.6049	0.1869	0.2963	0.35	0.764	0.5155	0.4799	0.2167	0.4542	0.5549	1.0101	0.1402	0.2059	0.5373
ACSL5	0.2191	1.5037	0.12	2.3816	0.2188	2.7018	0.5206	1.4446	0.0535	0.5578	1.1941	0.2865	1.1493	0.161	0.1384	1.2913	4.0415	0.109	0.3435	0.2036
ACSL6	0.6012	1.4487	2.086	0.3819	0.2	0.4743	0.4866	0.3019	1.5177	1.6054	0.373	0.176	1.0003	0.5536	1.1391	0.6751	1.0932	0.3874	0.5173	0.418
ACSM1	0.0879	0.2577	0.2197	0.8118	0.7892	0.2512	0.463	0.2862	0.5078	0.1184	0.0833	0.0503	0.0981	0.0703	2.1533	0.0259	0.3149	0.0578	0.027	0.0879
ACSM2A	0.0673	0.0655	0.0625	0.0568	0.2795	0.2693	0.9052	0.3799	0.1239	0.1495	0.089	0.1141	0.0846	0.4715	0.0577	0.3764	0.5801	0.1095	0.2092	0.0669
ACSM2B	0.0158	0.3311	0.0247	0.015	0.1107	0.0155	0.2538	0.1588	0.2528	0.0344	0.028	0.0141	0.0132	0.2266	0.0168	0.2629	0.8507	0.0112	0.0591	0.0181
ACSM3	0.0025	0.0035	0.003	0.0103	0.0098	0.01	0.0113	0.009	0.0073	0.0043	0.0077	0.002	0.0104	0.0033	0.0046	0.0099	0.0064	0.0039	0.0062	0.0066
ACSS1	2.2131	0.2548	1.983	0.4917	2.1075	0.8184	0.4172	0.0826	1.5716	1.0939	0.1288	0.0826	0.3054	0.3101	1.4694	0.4849	0.0993	0.2119	2.6488	0.5324
ACSS2	1.4805	0.3533	0.7409	0.4745	0.7149	1.314	0.9529	0.2122	1.3909	0.3197	0.6612	0.3856	0.547	1.5141	0.7474	0.5369	0.2974	0.845	0.5021	2.0289
ACTA1	0.0265	0.0378	0.0472	0.2081	0.0235	0.2549	0.1043	0.0789	0.0428	0.0311	0.0401	0.0351	0.0331	0.0956	0.0228	0.1312	0.1343	0.022	0.0362	0.0607
ACTA2	3.3451	3.7169	3.9916	4.7837	3.9128	4.6059	4.7063	4.4745	4.4745	3.8318	3.8823	3.837	3.7009	4.3496	3.6139	5.5536	2.748	3.7912	4.7378	3.4906
ACTB	1.1247	1.9668	0.9719	1.7363	1.9624	1.7704	1.6951	1.2315	1.1295	1.404	2.3505	2.5607	1.3539	0.497	0.8588	2.6811	0.4533	0.9017	1.3394	0.9462
ACTBL1	2.1883	0.0325	1.5523	0.1504	0.0979	0.1372	0.2151	0.1271	0.1101	0.0355	0.0366	0.0566	0.5852	0.4823	0.5386	0.0643	1.5904	2.0544	0.0988	1.181
ACTC1	0.1377	0.1819	2.0065	0.6486	0.3884	0.1105	0.5879	0.3964	0.6275	0.3504	0.2871	0.2018	0.1413	0.4922	0.1698	1.0319	0.2983	0.1524	0.5119	0.2072
ACTG1	1.8863	1.0061	1.3571	1.2187	1.183	0.787	0.3881	1.2868	1.3972	1.0383	1.2542	1.3624	0.9238	0.9011	0.4848	1.833	0.1846	1.7737	1.522	0.7689
ACTG2	0.2534	0.4036	1.7118	3.1081	0.3938	1.9525	2.4612	1.9834	1.6212	0.5516	1.0185	0.6295	1.846	1.3708	1.4307	1.9099	0.5249	0.3387	3.0203	0.2969
ACTL6A	1.5262	1.6421	1.7631	0.7394	1.8661	0.2416	1.4802	1.9267	2.4751	1.7335	1.353	1.5154	2.4012	2.0435	2.5978	2.4527	0.9711	1.511	1.8575	1.9065
ACTL6B	0.8238	1.179	1.1858	0.8502	0.5105	0.7471	0.4889	0.856	0.8964	1.2023	1.1004	1.2972	0.9481	0.7971	0.5213	1.4222	0.7322	0.7999	0.4266	1.1939
ACTL7A	1.1179	1.084	0.8448	0.9124	1.3465	1.5355	0.5084	0.8908	0.1714	1.2558	0.3709	1.2376	1.2454	2.1813	0.8539	0.8989	1.385	0.9838	1.1147	0.951
ACTL7B	0.5263	0.4951	0.6186	0.4167	0.8538	0.6083	1.0222	0.6584	1.24	0.8443	0.4394	0.5485	0.2684	0.5668	0.3485	0.2815	0.6837	1.0072	0.6613	0.5207
ACTL8	0.0113	0.0094	0.0109	0.0111	0.02	0.0088	0.0302	0.0138	0.0507	0.0316	0.0113	0.0093	0.0654	0.0431	0.039	0.0255	0.0224	0.0288	0.009	0.0371
ACTN1	0.2005	0.7529	0.4497	2.0095	0.6153	1.5313	0.7466	0.8772	0.6395	0.3877	1.9585	3.3107	0.6645	0.1858	0.5044	2.7161	0.163	0.979	1.2813	1.105
ACTN2	0.0376	1.7867	0.3905	4.0039	3.9617	0.3396	0.0896	0.0812	0.0861	0.0612	0.0709	0.0988	0.1787	0.1202	0.1631	1.4347	0.3021	0.1253	0.3258	0.6255
ACTN3	0.1527	0.5058	0.3833	1.5792	0.4951	0.6138	0.3459	0.7088	0.1352	0.4945	2.0883	3.0711	0.6333	0.135	0.3994	1.1878	0.1807	0.8192	0.7706	0.9855
ACTN4	1.14	0.6857	0.6074	1.8012	2.834	2.7428	1.5373	0.9167	0.7363	0.7022	1.2479	1.234	1.115	0.2355	0.8634	2.0811	0.3768	1.6903	0.6234	0.8303
ACTR10	0.5678	0.4355	0.322	0.6032	0.784	0.2566	1.8176	0.933	1.1774	0.5365	0.802	1.9419	1.3268	0.8403	0.7105	1.0018	0.9936	1.021	0.6515	1.1372
ACTR1A	0.5243	1.3191	0.4969	0.8102	0.8095	1.0034	1.8397	0.8543	0.4933	1.3852	0.8234	1.5951	0.8653	0.4917	0.2987	1.2075	0.8564	1.2701	0.8481	0.6175
ACTR1B	0.2926	0.24	0.9376	0.3724	0.4912	0.7405	0.262	0.2493	0.3239	0.1847	0.2233	0.2693	0.3856	0.5526	0.7465	0.268	0.5287	0.7809	0.1825	0.9184
ACTR2	2.0124	1.302	1.9454	1.1817	2.6099	1.0947	0.9276	0.6794	0.6792	1.3341	1.5002	1.8882	1.6442	0.9898	1.4024	1.1118	0.5837	0.9191	1.9781	1.8618
ACTR3	2.4919	1.7583	2.017	1.181	1.8647	0.8052	2.6943	1.0354	2.1276	2.2816	1.8239	1.1474	1.5037	1.4697	1.8176	1.2852	0.7542	0.6379	1.3794	1.9777
ACTR3B	0.1638	0.9165	0.1159	0.1277	0.9763	0.081	0.2333	0.5285	0.211	0.44	0.4365	0.1993	0.4128	0.2131	1.3491	1.9391	0.352	0.4633	0.3877	0.3928
ACTR5	0.223	0.0841	0.1113	0.131	0.3198	0.2119	0.2325	0.2138	0.3088	0.1286	0.3635	0.5385	0.1296	0.4572	0.199	0.641	0.3729	0.6653	0.448	0.3339
ACTR6	1.047	1.4974	1.0935	0.7609	0.7867	0.2593	2.167	1.1692	1.0497	0.5796	0.5676	0.791	0.4465	1.3992	1.1007	0.9022	0.7247	1.2735	0.9159	1.0288
ACTR8	0.4472	0.6735	0.5824	0.5808	0.5896	0.6239	0.6495	0.1833	0.4817	0.7992	0.2432	0.6358	0.5929	0.3369	0.2841	0.5868	0.6483	0.2192	0.3695	0.4543
ACTRT1	0.6488	1.5282	0.5249	0.861	1.188	0.9198	1.8775	0.7536	1.8482	0.7333	0.58	1.0628	1.041	0.9468	1.0878	2.7901	1.0402	0.8948	1.0021	0.844
ACTRT2	0.6373	0.9317	0.479	0.3823	0.7127	0.6736	1.2993	1.1314	1.3409	0.4947	0.4811	0.5201	0.7451	1.136	0.7517	1.4689	1.4911	0.3426	0.5785	0.8489
ACVR1	0.9698	1.7537	1.6212	1.8284	2.0601	1.7068	2.069	2.1611	2.381	2.3804	2.2439	2.7341	1.9329	2.0628	2.0492	2.1075	0.3274	2.0717	2.0082	1.2431
ACVR1B	1.7793	1.6695	1.5654	1.2041	1.3767	1.6791	1.141	1.5052	1.6659	1.4075	1.3513	1.5172	1.6144	2.2888	1.5133	1.2709	2.4225	1.9399	1.4899	1.8368
ACVR1C	1.3593	2.4301	3.4669	2.9677	3.5416	2.0699	3.025	3.5281	1.2787	2.5223	2.0694	3.4778	2.4771	0.9286	1.8867	2.5791	0.2063	3.674	1.9549	3.5892
ACVR2A	0.5019	1.6099	0.6579	2.3186	2.7332	1.0949	1.8658	2.6061	2.0015	3.087	2.3163	1.8173	2.4832	0.4185	2.4812	1.0622	0.2819	1.1092	2.0175	2.5865
ACVR2B	0.0791	0.0456	0.0472	0.0897	0.0561	0.1581	0.019	0.0301	0.0458	0.0303	0.0361	0.0542	0.026	0.0529	0.0315	0.096	0.3791	0.0738	0.4917	0.0897
ACVRL1	2.7376	3.161	2.6393	3.2568	2.0065	2.7376	2.2471	2.56	2.1471	2.9012	3.1361	2.889	2.9579	2.0956	2.6697	2.7956	2.6544	2.2075	2.7289	3.1169
ACY1	0.0793	0.185	0.0721	0.3248	0.0651	0.3366	0.1239	0.218	0.0651	0.083	0.1141	0.1496	0.0823	0.2539	0.1915	0.3504	0.8221	0.2465	0.0619	0.163
ACY1L2	1.3852	1.8478	0.4232	0.6856	0.0714	1.0348	0.3186	0.7485	0.5758	0.1298	0.4214	0.1242	1.329	2.4981	1.5513	0.2558	1.2723	1.0928	1.8015	0.5565
ACY3	0.2506	0.7392	0.8648	0.4083	0.6891	2.226	1.1509	0.6366	1.5052	0.6925	0.2134	0.3587	0.721	1.1922	0.2232	1.2444	1.4276	0.2087	0.7749	0.3275
ACYP1	0.1261	0.0744	0.0884	0.0736	0.085	0.1397	0.2075	1.2429	0.9405	0.1023	0.1291	0.1585	0.1286	0.5816	0.2287	0.0712	0.4798	0.2909	0.0634	0.2247
ACYP2	2.3232	0.7298	3.0968	0.8372	0.5838	1.476	2.0336	2.6114	1.9217	2.3318	1.0753	1.4134	1.5633	2.7463	2.5776	1.7978	2.3517	1.8629	0.6597	1.9372
ADA	0.2197	0.0631	0.0485	0.0218	0.0195	0.0305	0.0171	0.0423	0.0232	0.0224	0.4304	0.0498	0.0343	0.0169	0.0256	0.0362	0.0517	0.0069	0.0849	0.0631
ADAD1	1.8012	0.5474	0.9994	1.4899	1.5987	1.5449	1.0744	1.0812	1.4597	1.2649	1.2466	0.8044	0.8918	1.4248	0.7945	1.6102	1.5746	1.57	1.4702	1.2713
ADAD2	1.1624	0.9293	1.8281	0.2358	1.4944	0.5827	2.2756	4.2232	2.6745	1.3595	0.5721	0.2255	0.2604	1.8734	2.6276	0.9144	1.5489	0.2935	0.9491	2.9666
ADAL	0.5579	0.1282	0.5613	0.2006	0.1146	0.1317	0.2674	0.5605	0.9668	0.3148	0.1312	0.2239	0.1091	0.444	0.3414	0.0772	1.4617	0.2168	0.2043	0.7929
ADAM10	0.5831	0.8161	0.4633	2.2339	1.6606	0.613	1.9341	2.1394	1.3336	0.6879	2.3798	1.9073	1.7212	0.4558	1.1651	1.389	1.2783	1.2053	1.1808	1.0725
ADAM11	1.1656	0.1062	0.5978	0.159	0.2452	0.1664	0.2573	0.1743	0.1813	0.0935	0.1058	0.1377	0.1171	0.4131	0.303	0.3273	0.3885	0.3459	0.1605	0.2144
ADAM12	1.936	1.9697	2.3522	0.3958	0.1869	1.085	0.7552	0.4525	1.4079	2.4449	1.3043	2.4187	0.5427	0.509	0.1406	1.929	0.0409	0.2174	1.5447	0.7617
ADAM15	0.1629	0.175	0.1767	0.1035	0.18	0.3498	0.3002	0.6481	0.2379	0.1822	0.3105	0.4193	0.8862	0.2783	0.2438	0.2972	0.1019	1.9129	0.0803	0.1501
ADAM17	2.7428	1.8337	2.6754	2.2162	2.3834	1.9419	2.1788	2.0162	3.2395	2.4378	2.1868	3.0747	1.9478	3.2352	2.7577	3.5572	1.0074	1.9798	2.5378	2.6576
ADAM18	0.533	0.505	0.7214	0.223	1.3478	0.5661	0.8732	0.3607	2.9429	0.6464	0.9612	0.5363	0.7497	0.9347	1.0233	0.4883	1.399	0.7979	2.3163	0.1942
ADAM19	0.6072	2.4698	1.1775	1.0852	0.4512	1.8793	1.1984	0.7903	0.3396	0.9415	1.9953	2.4449	1.3184	0.7586	0.3243	2.6819	0.9375	0.4114	1.4439	0.5813
ADAM2	0.0454	0.0706	0.0625	0.0461	0.1183	0.0553	0.4177	0.0415	0.2304	0.1386	0.0527	0.0823	0.0524	0.2553	0.3128	0.12	0.3454	0.0741	0.0212	0.0484
ADAM20	0.5575	0.9449	0.808	1.375	2.5399	0.6576	1.4551	1.1281	1.255	0.798	0.3375	1.0804	1.9054	0.5817	0.4207	0.5667	0.8083	2.56	1.7476	3.173
ADAM21	0.4366	1.5303	0.3961	0.6795	1.6317	0.819	1.3663	1.3199	1.8149	0.8383	0.2957	0.4639	0.4473	0.6633	0.1461	1.4964	1.0202	2.5963	1.2584	1.0418
ADAM22	0.0698	1.2659	0.1572	0.304	0.6427	0.1302	0.5696	0.3573	0.0925	0.3618	0.1835	0.0963	0.1933	0.112	0.0419	1.8731	0.2889	0.2375	0.5987	0.05
ADAM23	3.2804	0.1534	3.8475	0.019	0.0728	0.0053	0.0651	0.0153	2.7393	2.5888	0.123	0.0229	0.5584	0.3668	1.9225	2.1903	0.0816	0.01	0.9747	2.3335
ADAM28	3.018	3.207	2.6354	3.4526	3.3612	3.837	3.3231	3.3759	2.6425	2.4685	3.5092	1.0776	2.6145	2.3701	2.2219	3.1933	2.3209	2.2402	2.9418	2.9909
ADAM29	0.9286	0.6928	1.0397	0.8921	0.8206	0.8166	0.5213	1.4102	0.9481	0.8162	0.6926	1.1283	0.8812	1.1235	0.4982	1.4075	1.0293	0.867	0.9086	0.7915
ADAM30	0.7608	0.7742	0.8637	0.8945	1.1499	0.9766	1.8077	1.3252	2.0251	1.2592	1.1572	0.9592	0.9877	2.1052	1.2307	1.0459	0.8017	1.136	0.4307	1.1318
ADAM32	0.4531	2.6754	2.5747	0.9167	0.3144	0.4223	0.8417	0.2017	1.7521	0.6295	2.2085	0.4789	0.2626	0.3357	3.1905	1.2621	0.263	0.3946	0.2074	1.981
ADAM33	0.9063	0.2668	0.634	0.8604	0.7086	2.4269	0.811	0.6747	1.0069	0.8668	0.5393	0.8238	0.3814	1.5539	0.3042	1.3172	1.9937	0.9065	0.868	0.8573
ADAM5P	0.5523	0.8022	0.8148	0.3194	2.7738	0.6039	1.392	0.7137	2.9753	1.3224	2.0294	1.2446	1.1737	1.0361	1.771	1.5852	0.5757	0.5251	0.3076	1.9945
ADAM7	1.0005	1.1395	1.2435	0.6775	1.1126	0.6174	1.4373	1.0028	1.4406	1.0188	1.1377	1.1065	1.1395	1.657	1.4116	1.3313	1.68	1.4102	1.2717	1.3243
ADAM8	1.8546	3.7193	1.468	2.6584	2.7956	3.1119	2.7272	3.8293	2.5084	3.4832	3.738	1.9505	2.8188	1.9957	2.0833	3.5953	2.6107	2.1968	3.5281	2.6868
ADAM9	0.4948	1.6948	0.9668	3.025	2.5056	0.1066	1.9057	1.6295	0.5714	0.5978	3.1596	0.7249	0.8608	0.7651	1.0764	0.3333	0.0921	0.5769	0.5774	2.0919
ADAMDEC1	8.4014	8.4014	6.8432	5.6768	3.2939	7.0796	5.2233	5.9165	6.0988	7.5905	6.792	4.846	7.2227	5.8959	6.2912	5.0255	7.0796	6.792	7.1486	7.0151
ADAMTS1	0.2365	0.0213	0.6762	1.4785	0.069	0.0241	0.0666	0.0465	0.1723	0.1461	0.055	0.0285	0.0522	0.1493	0.1095	0.0961	0.0068	0.0748	0.0503	0.4119
ADAMTS10	1.3611	1.175	0.8809	0.8052	1.093	1.4045	1.3078	1.1625	1.5724	1.1604	0.9665	1.3922	0.9576	2.0974	0.456	1.1584	1.7625	1.0301	1.2964	1.3983
ADAMTS12	0.4882	1.2017	0.7645	0.6566	0.3406	0.9256	1.9596	0.6933	0.6639	1.756	0.9109	1.7534	0.6221	0.5568	0.8159	3.0956	0.2627	0.251	1.6026	1.546
ADAMTS13	0.1627	0.1745	0.2163	0.1276	0.1429	0.2112	0.3452	0.1599	0.2589	0.0762	0.0757	0.2047	0.2124	0.2463	0.7247	0.3416	0.7844	0.1132	0.2268	0.1921
ADAMTS14	0.1538	0.2966	0.189	0.2437	0.3871	0.4168	0.791	0.4778	0.3949	0.2106	0.6684	0.9461	0.1839	0.39	0.0728	0.7005	0.5054	0.2797	0.4474	0.1559
ADAMTS15	0.868	0.2232	1.4269	1.1768	1.3138	0.3601	1.7262	1.2773	2.3683	0.9685	0.8042	1.3524	0.4423	1.5849	0.561	0.5164	0.8017	0.3576	1.0815	1.4232
ADAMTS16	0.8481	2.254	0.8238	1.1128	1.304	1.5179	1.6312	1.1633	1.126	0.7758	2.0887	0.7581	1.6372	0.9095	0.7913	1.3016	1.392	1.36	0.8413	0.9448
ADAMTS17	0.5955	0.9293	0.7747	0.5229	0.536	0.2962	0.4487	0.5519	0.3942	0.4424	1.5223	0.4688	0.3621	1.0128	0.519	0.0635	0.9847	0.1695	0.2727	0.307
ADAMTS18	0.8937	2.1337	0.7456	1.5957	0.4692	1.1754	0.5134	1.0349	1.0485	3.2112	0.2532	0.5863	0.5274	1.2238	0.5765	0.6901	3.0651	0.3527	0.9053	1.4151
ADAMTS19	0.0202	0.0177	0.0569	0.0317	0.0232	0.0341	0.0703	0.027	0.1277	0.0427	0.0259	0.0348	0.0133	0.1048	0.0273	0.0363	0.2079	0.0403	0.0267	0.0375
ADAMTS2	1.4257	1.6728	0.8405	1.4033	0.4117	1.1051	0.7059	0.7012	0.4987	1.773	0.8799	2.0965	0.9547	0.6725	0.4225	0.6059	0.4438	0.6099	1.3714	0.773
ADAMTS20	0.5532	0.3159	0.7173	1.183	0.6931	0.5074	0.401	1.8856	2.6721	0.8244	0.7654	0.3032	0.7326	0.6014	0.4993	3.8139	0.8544	0.7948	1.8284	1.1195
ADAMTS3	0.0968	0.8035	0.1428	0.805	1.4072	0.1916	0.5934	0.3439	0.266	0.2519	0.2921	0.2406	0.6876	0.2528	0.4983	0.2983	0.2465	0.2516	0.1656	0.3795
ADAMTS4	0.8893	2.1229	0.9242	1.7253	0.6717	1.1591	1.3461	0.9942	0.4106	1.2739	1.6358	1.4139	1.3024	0.459	0.4505	2.1229	0.5952	0.4904	1.2913	1.1919
ADAMTS5	2.1689	2.8484	2.5499	1.1235	0.1244	2.1958	1.0565	3.0723	0.9775	2.2783	2.2365	2.2702	1.677	1.6927	1.7612	2.4043	1.4829	1.1243	2.7693	1.2303
ADAMTS6	0.1183	0.2325	0.1139	0.3117	0.0816	0.331	0.0746	0.1559	0.1045	0.2716	0.1124	0.9204	0.6735	0.2798	0.0724	0.2138	0.3994	0.1163	0.2812	0.0976
ADAMTS7	1.5019	1.9991	1.6023	1.1575	0.6713	2.0672	0.6818	1.2336	1.3668	1.389	1.556	2.1247	1.3513	1.6851	0.7999	0.8329	1.6335	1.508	1.0974	1.3754
ADAMTS8	0.1096	0.1343	0.9691	2.9291	0.5772	0.6802	0.2524	0.439	0.5307	0.4131	0.1739	0.3205	1.1532	0.7601	0.6313	0.8547	0.7747	0.2752	0.3417	0.137
ADAMTS9	0.9739	0.4711	0.5983	2.3237	0.2875	1.0343	0.3445	0.3984	0.1576	0.1941	0.3292	0.2934	1.1987	0.2598	0.1502	0.4794	0.3974	0.1233	0.587	0.6672
